id,airbnb_id,name,rating,reviews,host_name,host_id,address,features,amenities,safety_rules,hourse_rules,img_links,price,country,bathrooms,beds,guests,toilets,bedrooms,studios,checkin,checkout
0,49849504,Perla bungalov,4.71,64,Mehmetcan,357334205.0,"Kartepe, Kocaeli, Turkey","2 guests,2 bedrooms,1 bed,1 bathroom","Mountain view,Valley view,Lake access,Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No carbon monoxide alarm,󱠃,No smoke alarm,󱠃,Nearby lake, river, other body of water,Show more,Show more,","Check-in: Flexible,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed",https://a0.muscache.com/im/pictures/a5da5cb7-cac8-488f-85b1-a0dd78b28a86.jpg?im_w=720 https://a0.muscache.com/im/pictures/9aa4bc71-de8e-444a-b9fa-c2679a71a059.jpg?im_w=720 https://a0.muscache.com/im/pictures/81c2d325-fc04-40da-852f-9490df74b62b.jpg?im_w=720 https://a0.muscache.com/im/pictures/cf7f3f57-8a00-4397-acea-c891760d4b2f.jpg?im_w=720 https://a0.muscache.com/im/pictures/0fc82edc-c539-453b-8a46-268c988530fc.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,8078, Turkey,1,1,2,0,2,0, Flexible, 12 00 pm
1,50891766,Authentic Beach Architect Sheltered Villa with Pool and Jacuzzi,New,0,Fatih,386223873.0,"Kaş, Antalya, Turkey","4 guests,2 bedrooms,2 beds,2 bathrooms","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Private hot tub,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 4:00 pm - 11:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events",https://a0.muscache.com/im/pictures/61b70855-2032-4d6d-8064-0209d37ba883.jpg?im_w=720 https://a0.muscache.com/im/pictures/37f85230-5464-4466-9445-c3301cd2dd1b.jpg?im_w=720 https://a0.muscache.com/im/pictures/21bdf86f-d954-4449-b24a-1beeedbcbf56.jpg?im_w=720 https://a0.muscache.com/im/pictures/dfb4fa9e-cb66-41b5-8698-344ac205b939.jpg?im_w=720 https://a0.muscache.com/im/pictures/b5edbce8-0148-42a0-9ce0-fede376fd2de.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,4665, Turkey,2,2,4,0,2,0, 4 00 pm - 11 00 pm, 10 00 am
2,50699164,cottages sataplia,4.85,68,Giorgi,409690853.0,"Imereti, Georgia","4 guests,1 bedroom,3 beds,1 bathroom","Mountain view,Kitchen,Wifi,Dedicated workspace,Free driveway parking on premises,Pets allowed,40"" HDTV with cable/satellite TV,Lift,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No carbon monoxide alarm,󱠃,No smoke alarm,Show more,Show more,","Check-in: After 1:00 pm,Check out: 12:00 pm,Self check-in with lockbox,Pets are allowed",https://a0.muscache.com/im/pictures/miso/Hosting-50699164/original/195db67c-a858-497b-bd8f-1c23df17ee62.jpeg?im_w=720 https://a0.muscache.com/im/pictures/cfa43081-5f9b-42c6-ab30-3e238c920544.jpg?im_w=720 https://a0.muscache.com/im/pictures/a0a56c4e-9859-4b60-b585-0eafdc409bed.jpg?im_w=720 https://a0.muscache.com/im/pictures/ef86d12b-218c-4782-a8f6-fb542c5ef3e0.jpg?im_w=720 https://a0.muscache.com/im/pictures/25a7173b-486f-4013-ab95-928e9f90b40c.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,5991, Georgia,1,3,4,0,1,0, After 1 00 pm, 12 00 pm
3,49871422,Sapanca Breathable Bungalow,5.0,13,Melih,401873242.0,"Sapanca, Sakarya, Turkey","4 guests,1 bedroom,2 beds,1 bathroom","Mountain view,Valley view,Kitchen,Wifi,Free parking on premises,Private pool,42"" HDTV with Netflix,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No carbon monoxide alarm,󱠃,No smoke alarm,󱠃,Security camera/recording device Show more,󱠃,Nearby lake, river, other body of water,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,No smoking,No pets",https://a0.muscache.com/im/pictures/72e6396e-e0c2-436c-b6b7-b985415cc31f.jpg?im_w=720 https://a0.muscache.com/im/pictures/db610024-07b4-4064-93e2-3c781bc6ca38.jpg?im_w=720 https://a0.muscache.com/im/pictures/bb6c23de-75ad-41ce-88dc-92656e67dcfa.jpg?im_w=720 https://a0.muscache.com/im/pictures/c6c8db17-4e1e-4aa0-b303-c27400dca7df.jpg?im_w=720 https://a0.muscache.com/im/pictures/e5652546-1683-409b-b43c-ebbb90877663.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,11339, Turkey,1,2,4,0,1,0, After 2 00 pm, 12 00 pm
4,51245886,Bungalov Ev 2,New,0,Arp Sapanca,414884116.0,"Sapanca, Sakarya, Turkey","2 guests,1 bedroom,1 bed,1 bathroom","Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,󱠃,Nearby lake, river, other body of water,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events,Show more,Show more,",https://a0.muscache.com/im/pictures/73973308-e01c-4023-982e-2f8f7a0af015.jpg?im_w=720 https://a0.muscache.com/im/pictures/c6481689-ad69-4f9b-9a0b-7ccdab6a8b05.jpg?im_w=720 https://a0.muscache.com/im/pictures/0beaa85e-a12b-43c8-a27f-4502bee54146.jpg?im_w=720 https://a0.muscache.com/im/pictures/fa25e8fa-fe03-4381-8876-a29c742be46a.jpg?im_w=720 https://a0.muscache.com/im/pictures/41a2b1b5-fd15-449a-a874-1297208b2686.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,6673, Turkey,1,1,2,0,1,0, After 2 00 pm, 12 00 pm
5,48650769,CasaMia White Suite Treehouse,New,0,Casamia,261290482.0,"Sapanca, Sakarya, Turkey","2 guests,1 bedroom,2 beds,1 bathroom","Lake view,Mountain view,Waterfront,Wifi,Dedicated workspace,Free parking on premises,Private pool,HDTV with Netflix,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No carbon monoxide alarm,󱠃,Security camera/recording device Show more,󱠃,Nearby lake, river, other body of water,󱠃,Climbing or play structure,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,No smoking,No pets",https://a0.muscache.com/im/pictures/miso/Hosting-48650769/original/9ac7b33c-82af-4040-b71c-fbedd99d9d90.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-48650769/original/c15ca735-fea5-4987-bfef-a98167a38328.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-48650769/original/80f854eb-da6a-4be3-b302-0492dafd5d1f.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-48650769/original/45316c73-997a-4d21-a2e2-236ce275cad3.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-48650769/original/bde6c0a9-6aed-4aa5-bfde-a0fba7f6c7d8.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,14729, Turkey,1,2,2,0,1,0, After 2 00 pm, 12 00 pm
6,50765985,Ladin Bungalow,New,0,Stephen,15084529.0,"Kaş, Antalya, Turkey","2 guests,1 bedroom,1 bed,1 bathroom","Garden view,Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,No smoking,Pets are allowed",https://a0.muscache.com/im/pictures/prohost-api/Hosting-50765985/original/ff995cb6-e5dd-43c9-8448-fac2efef3271.jpeg?im_w=720 https://a0.muscache.com/im/pictures/prohost-api/Hosting-50765985/original/3be0bc25-4b3b-45df-b52b-2f9cdcf87b1d.jpeg?im_w=720 https://a0.muscache.com/im/pictures/prohost-api/Hosting-50765985/original/410bd1fd-b341-4641-9793-9350873a9c2b.jpeg?im_w=720 https://a0.muscache.com/im/pictures/prohost-api/Hosting-50765985/original/dffeb26c-9e1a-4c7f-b8e9-b12854032b9a.jpeg?im_w=720 https://a0.muscache.com/im/pictures/prohost-api/Hosting-50765985/original/08bf9b96-95c1-4f89-a10a-64de31f82ff1.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,12312, Turkey,1,1,2,0,1,0, After 3 00 pm, 11 00 am
7,40947216,Lavender House,New,0,Caner,318794897.0,"Akçalı, Giresun, Turkey","8 guests,1 bedroom,2 beds,1 bathroom","Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Indoor fireplace,Hair dryer,Fire pit,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: Flexible,Self check-in with building staff,No smoking,Pets are allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/97046585-1b10-442d-b99a-d2a4be9ce892.jpg?im_w=720 https://a0.muscache.com/im/pictures/2c45e585-8707-49aa-8b3c-ec0757942700.jpg?im_w=720 https://a0.muscache.com/im/pictures/4b568352-598d-49a7-9753-f147f11413a2.jpg?im_w=720 https://a0.muscache.com/im/pictures/2c8909d0-3af7-42bd-8c3c-336043c341b5.jpg?im_w=720 https://a0.muscache.com/im/pictures/5bf3f0fd-a6de-4845-b837-9c3c1b64c9e9.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/fd2af060-96be-4144-a077-fe57bb1d2912.jpg?im_w=720,13655, Turkey,1,2,8,0,1,0, Flexible,NA
8,34043569,Prince's,New,0,Tu,221057563.0,"Thành phố Đà Lạt, Lâm Đồng, Vietnam","2 guests,1 bedroom,1 bed,1 bathroom","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No smoke alarm,󱠆,Carbon monoxide alarm not reported Show more,Show more,Show more,","Check-in: After 1:00 pm,Check out: 11:00 am,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed",https://a0.muscache.com/im/pictures/1bd2f3f8-0776-46fc-869c-d54dfb26853d.jpg?im_w=720 https://a0.muscache.com/im/pictures/6d969a6c-4afb-44a9-aa3f-838094b22977.jpg?im_w=720 https://a0.muscache.com/im/pictures/53e46e9f-a0d0-46d0-895f-739587dc273e.jpg?im_w=720 https://a0.muscache.com/im/pictures/3290241c-66bc-48ff-b7aa-0ed9fbd5bfab.jpg?im_w=720 https://a0.muscache.com/im/pictures/d3292e15-c2d7-450c-85ae-bdfdfedf884e.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,1747, Vietnam,1,1,2,0,1,0, After 1 00 pm, 11 00 am
9,42075682,"The Cottage, Private Pool Villa",4.67,3,Sukanya,173126583.0,"Tambon Bang Kachai, Chang Wat Chanthaburi, Thailand","10 guests,4 bedrooms,6 beds,3 bathrooms","Kitchen,Wifi,Free parking on premises,Private pool,TV,Air conditioning,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,No smoking,No pets",https://a0.muscache.com/im/pictures/42d26843-493a-4690-9817-5e4316f8f1ea.jpg?im_w=720 https://a0.muscache.com/im/pictures/2cf0fb84-e01e-4439-8635-e8c0cca9396e.jpg?im_w=720 https://a0.muscache.com/im/pictures/5fb7483d-dd26-4343-8e86-00d4d916840a.jpg?im_w=720 https://a0.muscache.com/im/pictures/2b1e192e-9158-4750-9c6a-24c94bd5faab.jpg?im_w=720 https://a0.muscache.com/im/pictures/c7e3ed6d-47b4-48fb-b9be-dbd95628b01a.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,30486, Thailand,3,6,10,0,4,0, After 3 00 pm,NA
10,50425621,"A private pension hut on the hillside of Soklisan Solitary House 1, with a campfire and free firewood for apple trees",4.97,77,동현,81358542.0,"Sanoe-myeon, Boeun-gun, North Chungcheong Province, South Korea","4 guests,1 bedroom,1 bed,1 bathroom","Mountain view,Kitchen,Free on-street parking,Central air conditioning,Shared patio or balcony,Hair dryer,Fire pit,쿠잉 115L 레트로 refrigerator,Microwave","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 3:00 pm - 9:00 pm,Check out: 11:00 am,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events",https://a0.muscache.com/im/pictures/miso/Hosting-50425621/original/f46f5815-a694-4dfc-b78b-e170db40da5e.jpeg?im_w=720 https://a0.muscache.com/im/pictures/67d0575e-0530-4d2d-9e50-2c67b81a5b34.jpg?im_w=720 https://a0.muscache.com/im/pictures/f01aa74b-b1b2-4b36-8929-3fa9c3e5ae44.jpg?im_w=720 https://a0.muscache.com/im/pictures/44626fb0-8b33-40a4-97c2-8bebec7cd88a.jpg?im_w=720 https://a0.muscache.com/im/pictures/940610df-4d1b-4bd4-8b00-26f7f5c8af8e.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/miso/Hosting-50425621/original/da466dec-dcdd-44d4-9138-0b2fbc950e1d.jpeg?im_w=720,9052, South Korea,1,1,4,0,1,0, 3 00 pm - 9 00 pm, 11 00 am
11,46057058,A Frame Tiny Cozy Glamp: Wanderthirst Dharamshala,4.89,55,Adarsh,280249735.0,"Dharmshala, Himachal Pradesh, India","2 guests,1 bedroom,1 bed,1 bathroom","Garden view,Waterfront,Wifi,Free parking on premises,Pets allowed,Dryer,Private patio or balcony,Private backyard – Fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No smoke alarm,󱠆,Carbon monoxide alarm not reported Show more,󱠃,Nearby lake, river, other body of water,Show more,Show more,","Check-in: 1:00 pm - 11:00 pm,Check out: 11:00 am,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/70519672-449a-4804-86bd-3d5033c45ca4.jpg?im_w=720 https://a0.muscache.com/im/pictures/e426bf22-813f-495a-a5c6-6cc9cde6db54.jpg?im_w=720 https://a0.muscache.com/im/pictures/327450c8-c194-4477-8d7c-41fe3dc836c1.jpg?im_w=720 https://a0.muscache.com/im/pictures/1cfaba06-2f77-4141-a616-3058bf4a7b10.jpg?im_w=720 https://a0.muscache.com/im/pictures/0e7a1778-2418-49dc-88d6-4099bbac0883.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/74d8475d-1e96-4fd1-9553-09f3f38e72be.jpg?im_w=720,5705, India,1,1,2,0,1,0, 1 00 pm - 11 00 pm, 11 00 am
12,50689801,Cabin A Pahimis - private w/ pool & kitchen for 8,4.83,116,Froi,33615391.0,"Amadeo, Calabarzon, Philippines","8 guests,2 bedrooms,7 beds,2 bathrooms","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private outdoor pool,Air conditioning,Refrigerator,Microwave,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,No carbon monoxide alarm,󱠆,Smoke alarm not reported Show more,󱠃,Pool/hot tub without a gate or lock,Show more,Show more,","Check-in: 2:00 pm - 4:00 pm,Check out: 12:00 pm,Self check-in with building staff,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/miso/Hosting-50689801/original/95575f64-6bd9-4e2a-a97c-d974981667e3.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-50689801/original/9dd13321-407d-448d-8f5b-d342ae9e9f39.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-50689801/original/c64fa425-eeef-4c7a-9202-49d95156db3d.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-50689801/original/87d3f0ad-fbcc-4c5b-acd8-820bf5235685.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-50689801/original/8f3f3578-b304-4aa4-a04c-b6432ce2f1c6.jpeg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/miso/Hosting-50689801/original/bc56d3c6-7417-4a5e-8b26-97710e19f252.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-50689801/original/e569a914-0d27-4396-a27a-97019134c6c5.jpeg?im_w=720 https://a0.muscache.com/im/pictures/miso/Hosting-50689801/original/9dd13321-407d-448d-8f5b-d342ae9e9f39.jpeg?im_w=720,14612, Philippines,2,7,8,0,2,0, 2 00 pm - 4 00 pm, 12 00 pm
13,53708687,Off-Grid Tiny A-Frame House and Campsite,4.87,23,Jaime,30191442.0,"Tanay, Calabarzon, Philippines","15 guests,1 bedroom,2 beds,1 bathroom","Garden view,Lake view,Kitchen,Wifi,Dedicated workspace,Free driveway parking on premises – 3 spaces,Pets allowed,Private patio or balcony,Private backyard – Fully fenced,Luggage drop-off allowed","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,Nearby lake, river, other body of water,󱠃,Heights without rails or protection,󱠃,May encounter potentially dangerous animals,󱠃,Climbing or play structure,Show more,Show more,","Check-in: 2:00 pm - 8:00 pm,Check out: 12:00 pm,Self check-in with keypad,Not suitable for infants (under 2 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/09289502-17a3-4ee5-9b10-037633849c7f.jpg?im_w=720 https://a0.muscache.com/im/pictures/9311f6f8-aa58-4502-85a3-f7d1b871324e.jpg?im_w=720 https://a0.muscache.com/im/pictures/e948459f-6321-4561-b892-443fa10ee127.jpg?im_w=720 https://a0.muscache.com/im/pictures/e96b600f-8545-41c6-bf72-c0ff52605468.jpg?im_w=720 https://a0.muscache.com/im/pictures/e921247d-bcef-4e15-a63a-ff544ca8a89a.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/9311f6f8-aa58-4502-85a3-f7d1b871324e.jpg?im_w=720,8929, Philippines,1,2,15,0,1,0, 2 00 pm - 8 00 pm, 12 00 pm
14,48325030,"Kızılkaya bungalow houses, my home",4.71,21,Kemal,390046880.0,"Geyve, Sakarya, Turkey","4 guests,1 bedroom,1 bed,1.5 bathrooms","Mountain view,Garden view,Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,TV,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 2:00 pm - 7:00 pm,Check out: 12:00 pm,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed",https://a0.muscache.com/im/pictures/3bc98892-5273-410b-b6f6-fd754dcde1f4.jpg?im_w=720 https://a0.muscache.com/im/pictures/a588f5cb-bb8a-4f06-93d2-374894dc303a.jpg?im_w=720 https://a0.muscache.com/im/pictures/d2cd2953-aaff-43d4-894b-cc32db40ed5a.jpg?im_w=720 https://a0.muscache.com/im/pictures/38ae1133-3b86-4e97-be61-a14301465960.jpg?im_w=720 https://a0.muscache.com/im/pictures/078cacbb-f717-48a9-9114-0aed1f71dcf9.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/a4228618-8836-4847-a23b-ee91973160d2.jpg?im_w=720,3763, Turkey,1,1,4,0,1,0, 2 00 pm - 7 00 pm, 12 00 pm
15,620245309297447077,Villa Tuba,5.0,8,VillaTuba,457624068.0,"Muratpaşa, Antalya, Turkey","6 guests,2 bedrooms,4 beds,1 bathroom","Courtyard view,Garden view,Public or shared beach access,Kitchen,Wifi – 49 Mbps,Dedicated workspace,Free parking on premises,Private pool,Private hot tub,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠃,Pool/hot tub without a gate or lock,󱠃,Nearby lake, river, other body of water,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events",https://a0.muscache.com/im/pictures/9d7ec9f0-a609-4e55-b56f-291d96bd28fa.jpg?im_w=720 https://a0.muscache.com/im/pictures/b8140ba0-fec0-44a5-a0af-5b1d5ee7d1d4.jpg?im_w=720 https://a0.muscache.com/im/pictures/680cd314-d3b1-43d5-bd84-d96cf323036f.jpg?im_w=720 https://a0.muscache.com/im/pictures/c972d0f8-0295-42b2-8d7b-d6b5ce221151.jpg?im_w=720 https://a0.muscache.com/im/pictures/585241a3-d39a-4cfe-beb5-079903bd9d2d.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/860873c9-3b6e-4f68-a56d-a44bcc90a96d.jpg?im_w=720 https://a0.muscache.com/im/pictures/a9ab6fd0-b63f-4c29-91e2-1eeeec4dadcb.jpg?im_w=720 https://a0.muscache.com/im/pictures/9d7ec9f0-a609-4e55-b56f-291d96bd28fa.jpg?im_w=720,22758, Turkey,1,4,6,0,2,0, After 2 00 pm, 10 00 am
16,48255254,VADİ BUNGALOV SAPANCA,4.9,52,Kenan,241464990.0,"Sapanca, Sakarya, Turkey","4 guests,1 bedroom,2 beds,1 bathroom","Garden view,Mountain view,Lake access,Kitchen,Wifi,Dedicated workspace,Free residential garage on premises – 3 spaces,Private outdoor pool – available all year, open 24 hours,Pets allowed,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,Security camera/recording device Show more,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 9:00 pm,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/0c7fa11a-e281-408b-81ab-514c8928c5d4.jpg?im_w=720 https://a0.muscache.com/im/pictures/82622483-726a-4ed6-9950-37dce37b4872.jpg?im_w=720 https://a0.muscache.com/im/pictures/23457732-8717-403f-9969-45fafd78bad2.jpg?im_w=720 https://a0.muscache.com/im/pictures/c7061104-c22b-46d8-b836-24d54ce47b91.jpg?im_w=720 https://a0.muscache.com/im/pictures/54c376d3-e3d6-45aa-be42-1138235f4f6a.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,11289, Turkey,1,2,4,0,1,0, 2 00 pm - 9 00 pm, 11 00 am
17,628273169113266405,AĞVA ÇINARHAN VİLLA GARDEN-Bahçe Jakuzili Bungalov,4.75,8,Ci̇hangi̇r,339801372.0,"İstanbul, Turkey","2 guests,1 bedroom,1 bed,1 bathroom","Courtyard view,Garden view,Public or shared beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 2:00 pm - 8:00 pm,Check out: 12:00 pm,Not suitable for children and infants,No smoking,No pets,No parties or events",https://a0.muscache.com/im/pictures/f3a1eed4-f70c-493a-ae81-02debb24cfd3.jpg?im_w=720 https://a0.muscache.com/im/pictures/3672da85-f989-4fe8-b588-31a10d931126.jpg?im_w=720 https://a0.muscache.com/im/pictures/f446df19-3624-4588-a257-464ef3392dbe.jpg?im_w=720 https://a0.muscache.com/im/pictures/0144c6ab-02bc-4b4f-a384-0284ef268125.jpg?im_w=720 https://a0.muscache.com/im/pictures/2c3163b2-8612-48b6-9834-25da24593933.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg,7526, Turkey,1,1,2,0,1,0, 2 00 pm - 8 00 pm, 12 00 pm
18,49982847,Purkinora Bungalow,4.76,17,Faruk,403086029.0,"Dikkaya, Rize, Turkey","2 guests,2 bedrooms,6 beds,1 private bathroom","Mountain view,Resort view,Waterfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV with standard cable/satellite,Washing machine,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,󱠃,Security camera/recording device Show more,󱠃,Nearby lake, river, other body of water,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 11:00 am,Check out: 11:00 am,Self check-in with lockbox,No pets,󱤇,Smoking is allowed,Show more,Show more,",https://a0.muscache.com/im/pictures/c4930b91-ec74-4968-bff8-cbb308e584c4.jpg?im_w=720 https://a0.muscache.com/im/pictures/3b225e45-a110-4083-a796-3837289e931e.jpg?im_w=720 https://a0.muscache.com/im/pictures/949ceaac-6a55-4a91-9089-e52c64ea954d.jpg?im_w=720 https://a0.muscache.com/im/pictures/35b914ce-f4b9-4ab7-bbc5-66d5be57082b.jpg?im_w=720 https://a0.muscache.com/im/pictures/4d4e26f2-7d3d-42d5-930f-3bf27d17ab39.jpg?im_w=720 https://a0.muscache.com/im/pictures/54e427bb-9cb7-4a81-94cf-78f19156faad.jpg https://a0.muscache.com/im/pictures/74890af4-1ba9-448e-aae5-3ea64d257754.jpg?im_w=720 https://a0.muscache.com/im/pictures/35b914ce-f4b9-4ab7-bbc5-66d5be57082b.jpg?im_w=720,5018, Turkey,1,6,2,0,2,0, After 11 00 am, 11 00 am
